Title C de,Title Name (English),Hindi Title,Register Serial No,Regn. No,Owner Name,State,Publication City/District,Periodicity
DELHIN13641,THE INDIAN MEJESTY,द इंडियन मेजेस्टी,89378.0,DELHIN/2006/16821,VIJAY THAKUR,DEL,DELHI,M
DELHIN08506,CRIME FREE INDIA,,68947.0,68947/ 97,CRIME FREE INDIA BUREAU,DEL,DELHI,M
DELENG13475,LAW OF INDIA,,81297.0,DELENG/2003/08740,VIDHI PUBLISHING PVT. LTD.,DEL,DELHI,M
DELENG07649,RICE INDIA,,53384.0,53384/ 91,ALL INDIA RICE EXPORTERS ASSOCIATION,DEL,DELHI,M
DELENG03057,INDIAN PROGRESS,,23765.0,23765/ 72,SUDERSHAN SHIV LAL,DEL,DELHI,M
DELENG19162,INDIAN LITERARY REVIEW,,32475.0,32475/ 78,SURESH KOHLI,DEL,DELHI,M
DELENG17317,RAIL INDIA,,32495.0,32495/ 78,DIPAK B. R. CHAUDHURI,DEL,DELHI,M
DELENG02608,INDIAN EX-SERVICEMEN,,7088.0,7088/ 63,INDIAN EX-SERVICE LEAGUE,DEL,DELHI,M
DELENG07174,INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY,,7093.0,7093/ 63,NATIONAL INSTITUTE OF SCIENCE COMMUNICATION AND INFORMATION RESOURCES (NISCAIR),DEL,DELHI,M
DELENG02639,INDIAN HOST,,7181.0,7181/ 63,INDIAN COUNCIL FOR HOSPITALITY TO FOREIGN VISITORS,DEL,DELHI,M
DELBIL04000,INDIAN AIRLINER,,12717.0,12717/ 65,INDIAN AIRLINES CORPORATION,DEL,DELHI,M
DELENG07055,INDIAN STEEL AGE,,7274.0,7274/ 61,PARDUMAN KRISHNA BHANOT,DEL,DELHI,M
DELBIL03996,JOURNAL OF THE HOMOEOPATHIC MEDICAL ASSOCIATION OF INDIA,,28992.0,28992/ 77,THE HOMOEOPATHIC MEDICAL ASSOCIATION OF DELHI,DEL,DELHI,M
DELENG03076,THE INDIAN SECULAR VOICE,,47377.0,47377/ 88,RAJU BOHRA,DEL,DELHI,M
DELENG11221,ENTREPRENEUR INDIAN,,59393.0,59393/ 94,NOT GIVEN,DEL,DELHI,M
DELENG19228,INDIAN ATHE IST,,34521.0,34521/ 79,SAND EDAMARUKU,DEL,DELHI,M
DELENG10091,INTERNET USER INDIA,,65949.0,65949/ 97,YOUNGMEN PRINTERS & PUBLISHERS PVT. LTD.,DEL,DELHI,M
DELENG02857,INDIAN JOURNAL OF SCHOOL MANAGEMENT,,49303.0,49303/ 89,GUIDANCE & COUNSELLING SERVICES SOCIETY,DEL,DELHI,M
DELENG19203,FUTURE INDIA,,34438.0,34438/ 79,FUTURE INDIA TRUST,DEL,DELHI,M
DELENG06807,ALL INDIA CO-OPERATIVE REVIEW,आल इंडिया को-ऑपरेटिव रिव्यू,654.0,654/ 57,ALL INDIA CO-OPERATIVE UNION,DEL,DELHI,M
DELENG18722,BEYOND INDIA,बियॉन्ड इंडिया,132050.0,DELENG/2014/59495,AMIT KUMAR GAUR,DEL,DELHI,M
DELENG02774,INDIA CALLING EASTERN,इंडिया कालिंग ईस्टर्न,832.0,832/ 57,"ALL INDIA RADIO,",DEL,DELHI,M
DELHIN10091,SWEEPER IN INDIA,,73587.0,DELHIN/2000/01030,KISHOR MAITHANI,DEL,DELHI,M
DELENG03035,INDIAN POLICE,,25514.0,25514/ 73,O P KAPUR,DEL,DELHI,M
DELENG11284,NEWS INDIA,,25667.0,25667/ 74,THE HINDUSTAN TIMES LTD.,DEL,DELHI,M
DELBIL00918,INDIAN PRESS REPORTER,,25705.0,25705/ 73,B R BEHL,DEL,DELHI,M
DELBIL02350,INDIAN FARM MECHANIZATION,इंडियन फार्म मैकेनाइज़ेशन निज़ति,597.0,597/ 57,GURSHARAN SINGH,DEL,DELHI,M
DELENG06202,UPPER INDIA MOTORIST,अपर इंडिया मोटरिस्ट,611.0,611/ 57,"ANTOMOBILE ASSOCIATION OF UPPER INDIA,",DEL,DELHI,M
DELENG10681,THE INDIAN COAL NEWS,,71174.0,71174/ 98,RASHMI TIWARY,DEL,DELHI,M
DELENG12984,CHARISINDIA,कैरिसइंडिया,78521.0,DELENG/2002/05964,CATHOLIC CHARISMATIC RENEWAL SERVICES,DEL,DELHI,M
DELHIN06380,SKEPTICS INDIA,स्केप्टिक्स इंडिया,55510.0,55510/ 92,GULSHAN KUMAR MAHAJAN,DEL,DELHI,M
DELENG00782,THE CAPITAL OF INDIA,,28710.0,28710/ 76,ABDUL REHMAN DEHLVI,DEL,DELHI,M
DELENG11180,INDIAN BOOK NEWS,,6663.0,6663/ 61,KITAB MAHAL PVT. LTD.,DEL,DELHI,M
DELENG02930,INDIAN OCEAN,,47326.0,47326/ 87,THE INSTITUTE FOR SOCIALIST EDICATION,DEL,DELHI,M
DELENG11361,T T SHOPPER INDIA,,66405.0,66405/ 97,M/S YOUNG MEN PRINTERS&PUBLISHERS PVT.LTD,DEL,DELHI,M
DELENG18407,PARENTS INDIA,,124296.0,DELENG/2013/51741,MAXPOSURE MEDIA GROUP (INDIA) PVT.LTD.,DEL,DELHI,M
DELENG08950,PRODUCTS EQUIPMENTS AND PROCESS IN INDL.INDIA,,59247.0,59247/ 94,ROMESH BHATIA,DEL,DELHI,M
DELENG09161,INDIAN INFO PAGES,,59288.0,59288/ 94,PROMOD K. MITTAL,DEL,DELHI,M
DELENG00224,ALL INDIA ARBITRATION LAW REPORTER,आल इंडिया आर्बिट्रेशन लॉ रिपोर्टर,40530.0,40530/ 83,O.P. CHADHA,DEL,DELHI,M
DELENG12799,INDIAN DAIRYMAN,,13241.0,13241/ 68,INDIAN DAIRY ASSOCIATION,DEL,DELHI,M
DELENG07046,INDIAN JURIST,,10554.0,10554/ 65,TRILOK SINGH ARORA,DEL,DELHI,M
DELENG07054,INDIAN SCIENCE ABSTRACT,,10565.0,10565/ 65,INDIAN NATIONAL SCIENTIFIC DOCUMENTATION CENTRE,DEL,DELHI,M
DELHIN07697,BHARAT BANAM INDIA,,66674.0,66674/ 97,PUSHPENDER CHAUHAN,DEL,DELHI,M
DELENG07874,INDIAN JOURNAL OF GEO MARINE SCIENCES,,23966.0,23966/ 72,NATIONAL INSTITUTE OF SCIENCE COMMUNICATION & INFORMATION RESOURCES,DEL,DELHI,M
DELENG11286,NEWSLETTER ON CIVIL AVIATION IN INDIA,,4511.0,4511/ 57,GOVT. MINISTRY OF CIVIL AVIATION,DEL,DELHI,M
DELENG07051,INDIAN RAILWAYS,,4563.0,4563/ 57,M/O RAILWAYS (RLY. BOARD),DEL,DELHI,M
DELENG03018,INDIAN STORIES,,12865.0,12865/ 67,SAKET BIHARI SHARAN,DEL,DELHI,M
DELENG18115,INDIAN SUGAR,,2691.0,2691/ 57,INDIAN SUGAR MILLS ASSOCIATION,DEL,DELHI,M
DELENG11184,INDIAN EDUCATION DIGEST,,43091.0,43091/ 85,PRAMILA SRIVASTAVA,DEL,DELHI,M
DELBIL03673,FORUM OF INDIAN PUBLIC SCHOOLS,,67715.0,67715/ 98,VIJAY SHARMA,DEL,DELHI,M
DELHIN10119,JYOTISH INDIA,,72967.0,DELHIN/1999/00410,MAHESH CHANDER TIWARI,DEL,DELHI,M
DELENG02672,INDIA WORLD WIDE,,50762.0,50762/ 90,ABHISHEK VERMA,DEL,DELHI,M
DELHIN04563,SHOPPING INDIA FOR PEOPLES,,50774.0,50774/ 90,SATYENDRA SINGH,DEL,DELHI,M
DELENG12094,BAJAJ CAPITAL INVESTORS INDIA,,74844.0,DELENG/2000/02287,BAJAJ CAPITAL LTD,DEL,DELHI,M
DELENG01702,ELECTRONICS INDIA,,16372.0,16372/ 68,SHRI C.L.FRANCIS,DEL,DELHI,M
DELENG11190,INDIAN JOURNAL OF MEDICAL RESEARCH,,2223.0,2223/ 57,INDIAN COUNCIL OF MEDICAL RESEARCH,DEL,DELHI,M
DELENG18615,BEAUTY LAUNCHPAD INDIA,,128692.0,DELENG/2014/56137,BEAUTE ESPACE MEDIA PVT LTD,DEL,DELHI,M
DELENG18540,CFO INDIA,,130995.0,DELENG/2013/58440,NINE DOT NINE MEDIAWORX PVT.LTD,DEL,DELHI,M
DELENG17860,PHARMA INDIA,,116297.0,DELENG/2012/43740,VITASTA PUBLISHING PVT. LTD.,DEL,DELHI,M
DELENG16235,AN INDIAN JOURNEY,,98774.0,DELENG/2008/26217,SANJEET,DEL,DELHI,M
DELENG15314,ECONOMY INDIA,,94470.0,DELENG/2007/21913,MANOHAR MANOJ KUMAR,DEL,DELHI,M
DELHIN28526,INDIAN ELECTRO HOMOEOPATHIC MEDICAL COUNCIL GAZETTE,,42956.0,42956/ 84,S.K VERMA,DEL,DELHI,M
DELBIL03301,NEWS PAPERS ASSOCIATION OF INDIA,,62500.0,62500/ 95,NEWSPAPER ASSOCIATION OF INDIA,DEL,DELHI,M
DELENG13062,INDIAN PEDIATRICS,,8679.0,8679/ 64,INDIAN ACADEMY OF PEDIATRICS,DEL,DELHI,M
DELENG16376,INDIAN JOUNRAL OF AGRICULTURE SCIENCE,,14350.0,14350/ 57,"I.C.A.R , NEW DELHI",DEL,DELHI,M
DELENG17643,INDIAN INFRASTRUCTURE AND TENDERS WEEK,,110665.0,DELENG/2011/38108,NBM MEDIA PVT. LTD.,DEL,DELHI,M
DELENG15214,INDIAN RETAIL,,97060.0,DELENG/2008/24503,SHAILESH KUMAR PANDEY,DEL,DELHI,M
DELENG07300,ESSO INDIA NEWS,,11538.0,11538/ 64,ESSO STANDARD EASTERN LANE,DEL,DELHI,M
DELENG02625,INDIAN HERITAGE,,14215.0,14215/ 64,J.R.GOEL,DEL,DELHI,M
DELENG07047,INDIAN LABOUR JOURNAL,,14273.0,14273/ 57,MINISTRY OF LABOUR AND EMPLOYMENT,DEL,DELHI,M
DELBIL06870,INDIAN CONSUMER,,14307.0,14307/ 67,CONSUMER COUNCIL OF INDIA,DEL,DELHI,M
DELBIL05839,CHRONICLE'S INDIAN ECONOMIST,,87867.0,DELBIL/2005/15310,CHRONICLE PUBLICATIONS PVT. LTD.,DEL,DELHI,M
DELENG17105,PRABANDHAN: INDIAN JOURNAL OF MANAGEMENT,प्रबंधन: इंडियन जर्नल ऑफ़ मैनेजमेंट,99296.0,DELENG/2008/26739,ASSOCIATED MANAGEMENT CONSULTANTS PVT. LTD.,DEL,DELHI,M
DELMUL00034,B B C TO INDIA,,19697.0,19697/ 67,BRITISH BROADCASTING CORPORATION,DEL,DELHI,M
DELENG10947,CARD MEMBERS EXPRESS INDIA,,69972.0,69972/ 99,MEDIA TRANSASIA INDIA LTD,DEL,DELHI,M
DELENG12292,INDIAN CHEM NEWS,,82290.0,DELENG/2003/09733,RAJ AGGARWAL,DEL,DELHI,M
DELMUL01100,TOLERANCE INDIA,,145450.0,DELMUL/2017/72895,MAHENDRA PRATAP SINGH SIKARWAR,DEL,DELHI,M
DELBIL03660,INDIAN PACKAGING MARKET NEWS,,73130.0,DELBIL/1999/00573,RAJEEV DAHIYA,DEL,DELHI,M
DELBIL06407,STANDARDS INDIA,स्टैन्डर्डस् इंडिया,45929.0,45929/ 87,BUREAU OF INDIAN STANDARD,DEL,DELHI,M
DELENG02607,INDIAN EXPORT AND WORLD TRADE,,10712.0,10712/ 66,B. D. GIROLI,DEL,DELHI,M
DELBIL02942,INDIAN HARDWARE & SANITERY NEWS,,57367.0,57367/ 94,RAKESH SHARMA,DEL,DELHI,M
DELENG02669,INDIA LOOKING AHEAD,,53342.0,53342/ 91,MODERN MEDIA,DEL,DELHI,M
DELENG07041,INDIAN JOURNAL OF TECHNOLOGY,,7091.0,7091/ 63,"COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH, NEW DELHI",DEL,DELHI,M
DELHIN16513,ANANT INDIA NEWS POWER,,111722.0,DELHIN/2011/39165,ASHUTOSH MISHRA,DEL,DELHI,M
DELHIN15156,INDIA PARIWAR,इंडिया परिवार,97995.0,DELHIN/2008/25438,MD. RASIKH REYAZ,DEL,DELHI,M
DELENG14373,INDIA EMPIRE,इण्‍डि‍या इमपायर,89250.0,DELENG/2005/16693,SAYANTAN CHAKRAVARTY,DEL,DELHI,M
DELHIN14027,WAY OF INDIA,वे आँफ इंडिया,89881.0,DELHIN/2006/17324,CHANDRA BHAN SINGH,DEL,DELHI,M
DELHIN07436,LOVERS OF INDIA,,69708.0,69708/ 98,AKHIL BHARTIYA SWATANTAR PATARKAR AVM LEKHAK SANGH,DEL,DELHI,M
DELENG11694,VAR INDIA,,72399.0,72399/ 99,M/S KALINGA DIGITAL MEDIA PVT LTD,DEL,DELHI,M
DELENG07050,INDIAN POSTMAN,इंडियन पोस्टमैन,10528.0,10528/ 64,ALL INDIA POSTAL EMPLOYEES UNION POSTMAN,DEL,DELHI,M
DELHIN11757,INDIAN GALAXY,,81594.0,DELHIN/2002/09037,SANJEEV GAUTAM,DEL,DELHI,M
DELHIN28780,READY INDIA,रेडी इंडिया,147674.0,DELHIN/2017/75119,MANGAL SINGH SISODIYA,DEL,DELHI,M
DELENG15181,ALL INDIA CRIME PREVENTION ORGANIZATION,आँल इंडिया क्र,89617.0,DELENG/2006/17060,SUBHASH CHANDRA,DEL,DELHI,M
DELENG18070,CEO INDIA,,115488.0,DELENG/2012/42931,IMAGINE MEDIA & LIFESTYLE PRIVATE LIMITED,DEL,DELHI,M
DELHIN27273,THE INDIAN ERA,,118366.0,DELHIN/2012/45809,SACHITA NAND MISHRA,DEL,DELHI,M
DELBIL11366,VEGETARIAN INDIA,,4755.0,4755/ 59,AMRIT LAL JIDAL,DEL,DELHI,M
DELENG08968,INDIAN DESIGN & INTERIORS,,59359.0,59359/ 94,MEDIA TRANS ASIA INDIA LTD,DEL,DELHI,M
DELENG17318,OPPRESSED INDIAN,,34502.0,34502/ 79,KANSHI RAM,DEL,DELHI,M
DELENG02423,HIND BOOK INDIA,,28925.0,28925/ 77,HINDI POCKET BOOKS P LTD,DEL,DELHI,M
DELENG12019,POST GRADUATE MEDICINE(INDIAN EDITION),पोस्ट ग्रेजुएट मेडिसिन (इंडियन एडिशन),78843.0,DELENG/2002/06286,M/S IJCP PUBLICATION (P) LTD.,DEL,DELHI,M
DELBIL07203,ALL INDIA ANTI CORRUPTION PRESS,आल इंडिया एंटी करप्शन प्रेस,100232.0,DELBIL/2009/27675,T.P.S. GRROVER,DEL,DELHI,M
DELHIN16050,DIALOGUE INDIA,डायलाग इंडिया,102646.0,DELHIN/2009/30089,ANUJ KUMAR AGRAWAL,DEL,DELHI,M
DELBIL07491,SALT & SPICES INDIA,साल्ट एंड स्पाइसेज इंडिया,108407.0,DELBIL/2010/35850,SATISH ARORA,DEL,DELHI,M
DELHIN27058,INDIA AAP TAK,,114589.0,DELHIN/2012/42032,SHAGUFTA YASMEEN,DEL,DELHI,M
DELBIL00862,INDIAN CUSTOMS & EXCISE,,47200.0,47200/ 86,"DEPTT OF PUBLICATION, CUSTOM & CENTAL EXCISE",DEL,DELHI,M
DELHIN05308,PARIVARTAN NEWS INDIA,,55515.0,55515/ 91,NARENDRA VERMA,DEL,DELHI,M
DELHIN12512,SAMPARK INDIA,,88417.0,DELHIN/2005/15860,KULDEEP KUMAR,DEL,DELHI,M
DELHIN14374,ASTRO INDIA,एस्‍ट्रो इंडि‍या,93120.0,DELHIN/2007/20563,ATULYA NATH,DEL,DELHI,M
DELENG11200,INDIAN SOCIETY FOR TECHNICAL EDUCATION NEWS LETTER,,36975.0,36975/ 81,"SECRETARY, INDIAN SOCIETY FOR TECHNICAL EDUCATION.",DEL,DELHI,M
DELENG11199,INDIAN PRESS,,25696.0,25696/ 74,INDIA & EASTERN NEWSPAPERS SOCIETY,DEL,DELHI,M
DELBIL04004,INDIAN PANORAMA KALPATARU,,49194.0,49194/ 89,NOT GIVEN,DEL,DELHI,M
DELENG02769,INDIA AND THE GLOBE,,49218.0,49218/ 89,JASWANT SINGH VIRK,DEL,DELHI,M
DELENG07035,INDIA CALLING WESTERN,इंडिया कालिंग वेस्टर्न,833.0,833/ 57,"ALL INDIA RADIO,",DEL,DELHI,M
DELENG11096,CURRENT SALES TAX ACTS IN THE STATES OF INDIA,करेंट सेल्स टैक्स एक्ट्स इन द स्टेट्स ऑफ़ इंडिया,910.0,910/ 57,KULWANT RAI JAIN & OTHERS,DEL,DELHI,M
DELENG07049,INDIAN MEDICAL PRACTITIONER,इंडियन मेडिकल प्रैक्टिशनर,979.0,979/ 57,RAM KRISHAN BHARDWAJ,DEL,DELHI,M
DELURD00116,MUSLIM INDIA,,42811.0,42811/ 84,SYED SHAHBUDDIN,DEL,DELHI,M
DELENG08954,TELEMATICS INDIA NEWSLETTER,,57340.0,57340/ 94,VIMAT PUBLISHERS PVT. LTD,DEL,DELHI,M
DELENG14567,INDIAN JOURNAL OF FERTILISERS,,87370.0,DELENG/2005/14813,THE FERTILISER ASSOCIATION OF INDIA,DEL,DELHI,M
DELENG17588,BUS COACH INDIA,बस कोच इंडिया,106662.0,DELENG/2010/34105,BALDEV SINGH BAL,DEL,DELHI,M
DELENG11181,INDIAN BUSINESS REVIEW,,16278.0,16278/ 68,SHRI M. RAM,DEL,DELHI,M
DELENG05989,TRACTOR INDIA,,21680.0,21680/ 70,GYAN PRAKASH,DEL,DELHI,M
DELBIL05995,LIVING INDIA,,87965.0,DELBIL/2005/15408,VINTAGE STUDIO PRIVATE LIMITED,DEL,DELHI,M
DELBIL11637,INDIA GALLUP,,151077.0,DELBIL/2019/78522,PRANAV GOSWAMI,DEL,DELHI,M
DELENG16712,DEFENCE AND SECURITY OF INDIA,,99516.0,DELENG/2008/26959,M/S. MTC PUBLISHING LIMITED.,DEL,DELHI,M
DELENG07080,MONTHLY COMMENTARY ON INDIAN ECONOMIC CONDITIONS,,14272.0,14272/ 59,INDIAN INSTITUTE OF PUBLIC OPINION P. LTD,DEL,DELHI,M
DELENG19927,WORLD FOR YOU INDIA,,,,MELWYN WILLIAMS,DEL,DELHI,M
DELENG19146,EXPO INDIA,,32364.0,32364/ 77,H.S. MANU AND SURINDER SINGH,DEL,DELHI,M
DELENG07039,INDIAN FOREIGN AFFAIRS,,4522.0,4522/ 57,JATENDRA M .AGGARWAL,DEL,DELHI,M
DELMUL00013,ALL INDIA PRAYER FELLOWSHIP BULLETIN,,10511.0,10511/ 62,K.V. KOSHI,DEL,DELHI,M
DELENG07037,INDIAN DETECTIVE,,10517.0,10517/ 64,RAMESH CHANDER MADAN,DEL,DELHI,M
DELENG00184,ALL INDIA PREVENTION OF FOOD ADULTERATION JOURNAL,,26863.0,26863/ 75,VINOD NIJHAWAN,DEL,DELHI,M
DELENG19129,MEDIA INDIA,,26960.0,26960/ 75,L. T. KARAMCHANDANI,DEL,DELHI,M
DELENG07745,IMAGE OF INDIA,,26975.0,26975/ 75,ANILKUMAR LAL,DEL,DELHI,M
DELENG10245,INDIAN NEWSPAPER ORBIT,,66904.0,66904/ 97,SURJEET GUPTA,DEL,DELHI,M
DELENG19385,INDIA AND GLOBAL AFFAIRS,,141791.0,DELENG/2016/69236,ANUBHAV SRIVASTAVA,DEL,DELHI,M
DELMUL00679,SINDHI SATSANGI OF INDIA,,68937.0,68937/ 98,VISHANDAS BEHRANI,DEL,DELHI,M
DELENG18951,INDIA BY HEART,,139491.0,DELENG/2015/66936,DHAIRYAV GROUP,DEL,DELHI,M
DELHIN28232,ADBHUT INDIA,अदभुत इंडिया,139081.0,DELHIN/2015/66526,KALI SHANKAR,DEL,DELHI,M
DELBIL03306,PRESS PEOPLE IN INDIA,,63173.0,63173/ 95,HARISH BHATIA,DEL,DELHI,M
DELENG11213,INDIAN TAXATION,इंडियन टैक्सेशन,688.0,688/ 57,J K. SANTANAM,DEL,DELHI,M
DELENG02659,INDIA GDR,,25563.0,25563/ 73,ALL INDIA INDO-GDR FRIENDSHIP ASSOCIATION,DEL,DELHI,M
DELENG02995,INDIA JOURNAL OF COMMUNICATION ARTS,,28568.0,28568/ 75,"HEM PUBLIHSERS PVT LTD,",DEL,DELHI,M
DELBIL01737,SUPREME REPORTER OF INDIA,सुप्रीम रिपोर्टर ऑफ़ इंडिया,40597.0,40597/ 83,INDIA LAW AGENCY,DEL,DELHI,M
DELENG03027,INDIAN TAX CASES,,40694.0,40694/ 84,VINOD KUMAR NIJHAWAN,DEL,DELHI,M
DELENG03069,INDIAN REVIEW OF AFRICAN AFFAIRS,,40705.0,40705/ 84,INDIAN SOCIETY FOR AFRO-ASIAN STUDIES REGD.,DEL,DELHI,M
DELBIL03061,REFORM INDIAN,,59379.0,59379/ 95,PRAMOD SHRIVASTAVA,DEL,DELHI,M
DELENG06829,INDIAN AFFAIRS RECORD,इंडियन अफेयर्स रिकॉर्ड,933.0,933/ 57,INDIAN COUNCIL OF WORLD AFFAIRS,DEL,DELHI,M
DELHIN27530,SWASTIK AAWAZ INDIA KI,स्वस्तिक आवाज़ इंडिया की,126111.0,DELHIN/2013/53556,PRADEEP KUMAR JAISWAL,DEL,DELHI,M
DELBIL04566,PLAST INDIA,,75584.0,DELBIL/20001/03027,AJEET SINGH,DEL,DELHI,M
DELENG02699,INDIAN & WORLD ARTS & CRAFTS,,39369.0,39369/ 82,SUJATA,DEL,DELHI,M
DELENG17334,SAFARI INDIA,,43015.0,43015/ 85,PREM AHLUWALIA,DEL,DELHI,M
DELENG00595,BULLETIN OF THE ASSO. OF SCI. WORKERS OF INDIA,,21751.0,21751/ 71,ASSOCIATION OF SCINTIFIC WORKERS OF INDIA,DEL,DELHI,M
DELENG11176,INDIA TAX MIRROR,,21866.0,21866/ 72,INDIAN LAW PUBLICATIONS BUREAU,DEL,DELHI,M
DELENG12268,INDIAN JOURNAL OF PEDIATRICS,,21968.0,21968/ 71,DR.K.C.CHAUDHURI FOUNDATION,DEL,DELHI,M
DELENG08574,HOTELS AND RESTAURANTS INDIA,,62144.0,62144/ 93,CROSS SELECTION PUBLICATIONS,DEL,DELHI,M
DELENG04045,MUSLIM INDIA,मुस्लिम इंडिया,39022.0,39022/ 83,MUSLIN INDIA EDUCATIONAL & CULTURAL TRUST BOARD OF TRUSTEES,DEL,DELHI,M
DELENG11592,BITCOM INDIA,,72804.0,DELENG/2000/00247,P.N.CHOPRA,DEL,DELHI,M
DELENG17249,SMT INDIA,SMT INDIA,101179.0,DELENG/2009/28622,M/S. E.M.MEDIA LLP,DEL,DELHI,M
DELBIL07535,LEGACY INDIA,,109920.0,DELBIL/2011/37363,CHULBUL TIWARI,DEL,DELHI,M
DELBIL07825,INDIAN ACHIEVERS,,125778.0,DELBIL/2013/53223,RAJEEV GUPTA,DEL,DELHI,M
DELENG12231,DISCOVER INDIA,,75849.0,DELENG/2001/3292,EXPOSURE MEDIA MARKETING PVT. LTD.,DEL,DELHI,M
DELENG07038,INDIAN FARMING,,14247.0,14247/ 57,INDIAN COUNCIL OF AGRICUTURAL RESEARCH,DEL,DELHI,M
DELENG03062,INDIAN QUALITY PRODUCT,,36883.0,36883/ 80,LEELA DHAR JOSHI,DEL,DELHI,M
DELENG18412,POLICY PROPOSALS FOR INDIA,,120373.0,DELENG/2013/47816,ANUBHAV SRIVASTAVA,DEL,DELHI,M
DELHIN15940,INDIAS MOST WANTED,इंडियाज मोस्ट वांटेड,104506.0,DELHIN/2009/31949,SUHAIB A. ILYASI,DEL,DELHI,M
DELENG17603,INDIAN MILITARY REVIEW,इंडियन मिलिटरी रिव्यू,105990.0,DELENG/2010/33433,RAVINDER KUMAR ARORA,DEL,DELHI,M
DELENG18704,INDIA WATER REVIEW,,130510.0,DELENG/2014/57955,XEGENT CONSULTANTS PVT. LTD.,DEL,DELHI,M
DELHIN16631,ABHI TAK INDIA,,112574.0,DELHIN/2011/40017,SHOBHA RANI,DEL,DELHI,M
DELHIN09962,MOTHER INDIA,,74565.0,DELHIN/1999/02008,LALIT 'SUMAN',DEL,DELHI,M
DELBIL05220,VIRSEY DE VAARS THE INDIAN PUNJABI NEWSPAPER,,81718.0,DELBIL/2003/09161,RAMESH KUMAR,DEL,DELHI,M
DELENG18258,BUREAUCRACY INDIA,,118238.0,DELENG/2012/45681,DEEPAK VYAS,DEL,DELHI,M
DELBIL02315,INDIAN MUSIC,,4560.0,4560/ 57,KAPIL MUNI RAJPAL,DEL,DELHI,M
DELENG07242,INDIAN MANAGEMENT,,7140.0,7140/ 61,BUSINESS STANDARD LTD.,DEL,DELHI,M
DELENG07024,FOREIGN TRADE OF INDIA,,7198.0,7198/ 63,"GOVT. OF INDIA, MINSITRY OF COMMERCE",DEL,DELHI,M
DELENG07036,INDIAN BUILDER,,7203.0,7203/ 63,BUILDERS PUBLICATIONS OF INDIA (PRIVATE) LTD.,DEL,DELHI,M
DELENG03809,MARCH OF INDIA,,7300.0,7300/ 63,JITENDER NATH,DEL,DELHI,M
DELENG04093,NPK INDIANA,,23902.0,23902/ 72,DIPAK BASU RAY CHOUDHURY,DEL,DELHI,M
DELHIN16605,FAME INDIA,,121328.0,DELHIN/2012/48773,RAJ SHREE,DEL,DELHI,M
DELBIL07149,ETERNAL INDIA,इटरनल इंडिया,100244.0,DELBIL/2009/27687,INDIA FIRST FOUNDATION,DEL,DELHI,M
DELENG04313,NEWS PANORAMA OF INDIA & WORLD,,47407.0,47407/ 88,RAMESH PUBLISHING HOUSE,DEL,DELHI,M
DELENG15466,INDIA UNLEASHED,इंडिया अनलीशड़,89410.0,DELENG/2006/16853,SILICA MEDIA (P) LTD,DEL,DELHI,M
DELPUN00529,INDIA AWARENESS,,85849.0,DELPUN/2004/13292,SWARAN SINGH,DEL,DELHI,M
DELHIN13353,INDIAN VOTER,,88775.0,DELHIN/2005/16218,SURENDER KUMAR,DEL,DELHI,M
DELBIL07184,BATTERYMEN INDIA,बैटरीमेन इंडिया,100132.0,DELBIL/2008/27575,ARVIND MOHAN,DEL,DELHI,M
DELENG02680,INDIAN BOOK SHELF,,40464.0,40464/ 83,SH.J.B. BAXI,DEL,DELHI,M
DELENG11094,CURRENT INDIAN COMPANIES ACT,,6534.0,6534/ 61,LAW LITERATURE HOUSE,DEL,DELHI,M
DELENG18943,SOUL OF INDIA,,34490.0,34490/ 79,DAYA NAND VERMA,DEL,DELHI,M
DELENG08079,INDIAN DOMINION,,55606.0,55606/ 92,SATISH KUMAR SINGH,DEL,DELHI,M
DELENG03066,INDIAN REAPER,,25591.0,25591/ 73,SUSHIL WILLIAM SINGH,DEL,DELHI,M
DELENG06979,ALL INDIA MOTORIST,आल इंडिया मोटरिस्ट,589.0,589/ 57,INDISTRIAL AND TRADE PUBLICATION PVT LTD,DEL,DELHI,M
DELENG06584,YOUTH OF INDIA,यूथ ऑफ़ इंडिया,671.0,671/ 57,MAN MOHAN SINGH MUDDAR,DEL,DELHI,M
DELHIN11559,INDIA LOOK,,81219.0,DELHIN/2002/08662,ASIF KHAN,DEL,DELHI,OP
DELENG13651,ALL INDIA ASSOCIATION OF CATHOLIC SCHOOL NEWS & VI,,83073.0,DELENG/2003/10516,CELINE XAVIER,DEL,DELHI,OP
DELENG12637,ROTOR INDIA,,78127.0,DELENG/2001/05570,ROTARY WING SOCIETY OF INDIA,DEL,DELHI,Q
DELENG19049,JOURNAL OF INDIAN ORTHODONTIC SOCIETY,,16920.0,16920/ 68,INDIAN ORTHODONTIC SOCIETY,DEL,DELHI,Q
DELENG02749,INDIAN BEHAVIOURAL SCIENCE ABSTRACTS,,19777.0,19777/ 70,BEHAVIOURAL SCIENCES CENTRE,DEL,DELHI,Q
DELSWA00002,SANTIYA INDIA,,14430.0,14430/ 64,ALL INDIA RADIO,DEL,DELHI,Q
DELENG18212,ARTHSHASTRA INDIAN JOURNAL OF ECONOMICS & RESEARCH,,116514.0,DELENG/2012/43957,ASSOCIATED MANAGEMENT CONSULTANTS PRIVATE LTD,DEL,DELHI,Q
