Title Code,Title Name (English),Hindi Title,Register Serial No,Regn. No,Owner Name,State,Publication City/District,Periodicity,title_en_clean,title_hi_clean,periodicity_tag,detected_lang_en,metaphone_code,soundex_code
MPHIN23007,PRINCE INDIA,प्रिंस इंडिया,101018.0,MPHIN/2009/28461,R.K. RAIKWAR,MP,JABALPUR,M,prince,परस इडय,U,en,PRNS,P652
MPBIL01352,THE INDIAN LAW REPORTS M.P SERIES,दि इंडियन लॉ रिपोर्ट्स एम.पी. सीरीज,104923.0,MPBIL/2009/32366,"MADHYA PRADESH SHASAN, BHOPAL",MP,JABALPUR,M,indian law reports mp series,द इडयन ल रपरटस एमप सरज,U,en,INTN L RPRTS MP SRS,I535
MPENG00105,INDIAN MEDICAL ASSOCIATION M P STATE BRANCH NEWS BULLETIN,,35158.0,35158/ 79,"INDIAN MEDICAL ASSOCIATION, JABALPUR",MP,JABALPUR,Q,indian medical association m p state branch bulletin,,U,en,INTN MTKL ASXXN M P STT BRNX BLTN,I535
MPENG00304,INDIA CULTURES QUARTERS,,13121.0,13121/ 57,"LEONARD THEOLOGICAL COLLEGE, JABALPUR",MP,JABALPUR,Q,cultures quarters,,U,en,KLTRS KRTRS,C436
MPHIN02398,INDIAN REPORTER,,23634.0,23634/ 72,DR HARISH VERMA,MP,JABALPUR,W,indian reporter,,U,en,INTN RPRTR,I535
MPHIN36538,INDIAN BLOOD,,,UR,DINESH PREET,MP,JABALPUR,W,indian blood,,U,en,INTN BLT,I535
MPBIL36583,INDIA PYRAMID,,,,PARVIN BI,MP,KHANDWA,F,pyramid,,U,en,PRMT,P653
MPBIL01251,NIYUDDHA FEDERATION OF INDIA,नियुद्ध फेडरेशन ऑफ़ इंडिया,101464.0,MPBIL/2009/28907,NIYUDDHA SPORT FEDERATION (REG.),MP,MANDSAUR,A,niyuddha federation of,नयदध फडरशन ऑफ़ इडय,U,en,NYTH FTRXN OF,N313
MPHIN38777,SARANSH INDIA NEWS,सारांश इंडिया न्यूज,160137.0,MPHIN/2023/87582,JITENDRA SINGH SIKARWAR,MP,MORENA,M,saransh,सरश इडय नयज,U,en,SRNX,S652
MPHIN33813,PRASHANT INDIA,प्रशांत इंडिया,145118.0,MPHIN/2016/72563,RAJESH SINGH SIKARWAR,MP,MORENA,M,prashant,परशत इडय,U,en,PRXNT,P625
MPHIN29390,RUBARU INDIA,,126301.0,MPHIN/2013/53746,MANGILAL KUSHWAH,MP,RAJGARH,M,rubaru,,U,en,RBR,R160
MPHIN31113,INDIA HELP,इंडिया हेल्प,133239.0,MPHIN/2015/60684,SUNITA SHARMA,MP,RATLAM,M,help,इडय हलप,U,en,HLP,H410
MPHIN36103,INDIAMIX,इंडियामिक्स,152543.0,MPHIN/2021/79988,MUKESH DHABHAI,MP,RATLAM,M,indiamix,इडयमकस,U,en,INTMKS,I535
MPHIN39338,MIDNIGHT INDIA,,,,DAYARAM KOSHTA,MP,REWA,D,midnight,,U,en,MTNT,M352
MPHIN13337,SQUARE INDIA,,69269.0,69269/ 98,SHAMSHAD BEGUM,MP,REWA,M,square,,U,en,SKR,S600
MPHIN11802,PRAYAS INDIA,,62826.0,62826/ 95,PRAKASH TRIVEDI,MP,REWA,M,prayas,,U,en,PRYS,P620
MPHIN32358,REACT INDIA,रियेक्ट इंडिया,145424.0,MPHIN/2017/72869,SURESH KUMAR VERMA,MP,REWA,W,react,रयकट इडय,U,en,RKT,R230
MPHIN09842,THE WATER OF INDIA,,56429.0,56429/ 92,DINESH TRIVEDI,MP,REWA,W,water of,,U,en,WTR OF,W361
MPHIN32169,VAIBHAV INDIA,वैभव इंडिया,140526.0,MPHIN/2016/67971,VED PRAKASH MISHRA,MP,REWA,W,vaibhav,वभव इडय,U,en,FBHF,V110
MPHIN10892,REFLECT INDIA,,58740.0,58740/ 94,ARVIND KUMAR JAIN,MP,SAGAR,D,reflect,,U,en,RFLKT,R142
MPHIN18273,JAI INDIA,,84907.0,MPHIN/2004/12350,SURENDRA KUMAR SRIVASTAVA,MP,SAGAR,M,jai,,U,en,J,J000
MPHIN18334,VOICE OF INDIA,वॉइस ऑफ़ इंडिया,84537.0,MPHIN/2003/11980,MOHAMMED JAVED,MP,SATNA,M,voice of,वइस ऑफ़ इडय,U,en,FS OF,V210
MPHIN37143,SHINE INDIA SAMACHAR,,,,SUNNY ARORA,MP,SATNA,M,shine,,U,en,XN,S500
MPHIN26037,INDIA DHUADHAR,,115083.0,MPHIN/2011/42526,RAMKRISHNA PARASHAR,MP,SHIVPURI,M,dhuadhar,,U,en,THTHR,D360
MPHIN29596,MONDAY INDIA,मंडे इंडिया,131868.0,MPHIN/2014/59313,N KUMAR AHUJA,MP,SIVNI,M,monday,मड इडय,U,en,MNT,M530
MPHIN39439,INDIAN PLUGIN NEWS,,,,SAYED ZAFAR HUSSAIN,MP,UJJAIN,D,indian plugin,,U,en,INTN PLJN,I535
MPHIN27909,BRIGHT INDIA,,120222.0,MPHIN/2012/47665,ABHILASHA BAGAYA,MP,UJJAIN,M,bright,,U,en,BRT,B623
MPBIL36628,ALL INDIA INDORE NEWS,,,,RAKESH YADAV,MP,UJJAIN,W,all indore,,U,en,AL INTR,A453
MPHIN07219,INDIAN COLLECTION,,54124.0,54124/ 91,YUSUF BABAN,MP,UJJAIN,W,indian collection,,U,en,INTN KLKXN,I535
NAGENG00044,INDIAN CHRISTIAN POST,इंडियन क्रिस्चियन पोस्ट,118452.0,NAGENG/2010/45895,INATO YEKHETO SHIKHU,NAG,DIMAPUR,W,indian christian post,इडयन करसचयन पसट,U,en,INTN XRSXN PST,I535
ODIODI07331,FOCUS INDIA,,130251.0,ODIODI/2014/57696,HARE KRUSHNA APAT,ODI,BHUBANESHWAR,W,focus,,U,en,FKS,F220
ODIENG00500,THE VISION OF INDIA,,63981.0,63981/ 95,ARATA KUMAR SWAIN,ODI,BHUBANESWAR,W,vision of,,U,en,FXN OF,V251
ODIBIL00234,PRESS NEWS OF INDIA,,52589.0,52589/ 91,SANJAYA KR.PRADHAN,ODI,BHUBANESWAR,W,press of,,U,en,PRS OF,P621
ODIENG01144,THE INDIAN MINING & ENGINEERING JOURNAL,,6462.0,6462/ 62,J M E PUBLICATION,ODI,BHUBANESWAR/KHORDHA,M,indian mining engineering journal,,U,en,INTN MNNK ENJNRNK JRNL,I535
ODIBIL00522,ALL INDIA RADIO SCHOOL BROADCAST PAMPHLET,,4413.0,4413/ 60,ALL INDIA RADIO,ODI,CUTTACK,A,all radio school broadcast pamphlet,,U,en,AL RT SXL BRTKST PMFLT,A463
ODIODI08230,INDIA INDEPENDENT NEWS,,,,LAXMIDHAR BEHERA,ODI,CUTTACK,M,independent,,U,en,INTPNTNT,I531
ODIENG00579,ALL INDIA TRIBUNAL CASES,,4021.0,4021/ 58,B. SAMAL,ODI,CUTTACK,M,all tribunal cases,,U,en,AL TRBNL KSS,A436
ODIENG00103,INDIAN JOURNAL OF INFORMATION LIBRARY & SOCIETY,,48191.0,48191/ 88,BHARATI SHUKLA,ODI,CUTTACK,Q,indian journal of information library society,,U,en,INTN JRNL OF INFRMXN LBRR SST,I535
ODIBIL00897,THE WEDNESDAY INDIA,,115967.0,ODIBIL/2012/43410,SURAJIT PANI,ODI,DHENKANAL,W,wednesday,,U,en,WTNST,W352
ODIENG01215,NEXT INDIA JOURNAL OF SOCIAL SCIENCE,,152829.0,ODIENG/2020/80274,NEXT INDIA TRUST,ODI,KENDUJHAR,A,next journal of social science,,U,en,NKST JRNL OF SXL SSNS,N232
ODIENG01249,DARPAN OF INDIA,,,,AVIJIT BHAUMIK,ODI,KHORDHA,D,darpan of,,U,en,TRPN OF,D615
ODIENG00861,REVERBERATE INDIA,रीवरब्रेट इंडि‍या,95430.0,ODIENG/2007/22873,MANAS RANJAN PATTANAIK,ODI,KHORDHA,M,reverberate,रवरबरट इडय,U,en,RFRBRT,R161
ODIENG00111,JOURNAL OF ALL INDIA ASSOCIATION FOR EDUCATIONAL RESEARCH,,48247.0,48247/ 89,ALL INDIA ASSOCIATION FOR EDUCATIONAL RESEARCH,ODI,KHORDHA/ BHUBANESWAR,HY,journal of all association for educational research,,U,en,JRNL OF AL ASXXN FR ETKXNL RSRX,J654
ODIENG00570,INDIAN ERA,,69647.0,69647/ 98,KRANTI PRESS PVT. LTD.,ODI,KHURDA,D,indian era,,U,en,INTN ER,I535
ODIENG00810,INDIA CORRIDOR,श्रथ्श्रक्,91141.0,ODIENG/2006/18584,NIRANJAN MOHANTY,ODI,KHURDA,M,corridor,शरथशरक,U,en,KRTR,C636
ODIENG00531,INDIAN INK,,67378.0,67378/ 97,THE MANDATE GLOBAL VILLAGE FOR REHETRILITATION & DEVELOPMENT,ODI,MALKANGIRI,HY,indian ink,,U,en,INTN INK,I535
ODIMUL00847,AWARENESS NEWS INDIA,,,,SASMITA DHAL,ODI,MAYURBHANJ,M,awareness,,U,en,AWRNS,A652
ODIBIL00879,INDIAN MEDIA WORLD,,112507.0,ODIBIL/2010/39950,ADWAITA PRASAD BISWAL,ODI,ROURKELA,M,indian media world,,U,en,INTN MT WRLT,I535
ODIBIL00129,A JOURNAL OF INDIAN CREATIVITY VARNAMALA,,48268.0,48268/ 90,RAMESH CH TRIPATHY,ODI,SAMBALPUR,THY,a journal of indian creativity varnamala,,U,en,A JRNL OF INTN KRTFT FRNML,A265
ODIHIN00188,INDIA AT GROUND ZERO,,,,RITESH PRUSETH,ODI,SUNDARGARH,Q,at ground zero,,U,en,AT KRNT SR,A326
ODIMUL00840,FITNESS INDIA,,,,SHANTILATA BEHERA,ODI,SUNDERGARH/ ROURKELA,M,fitness,,U,en,FTNS,F352
PONENG00100,INDIAN JOURNAL OF SEXUALLY TRANSMITTED DISEASES,,34296.0,34296/ 80,INDIAN ASSOCIATION FOR THE STUDY OF SEXUALLY TRANSMITTED DISEASE INSTITUTE OF VENOREOLOGY GOVT. OF CENTRAL HOSPITAL,PON,PUDUCHERRY,HY,indian journal of sexually transmitted diseases,,U,en,INTN JRNL OF SKSL TRNSMTT TSSS,I535
PONENG00076,ALL INDIA MAGAZINE,आल इंडिया मैगज़ीन,22334.0,22334/ 71,SRI AUROBINDO SOCIETY,PON,PUDUCHERRY,M,all magazine,आल इडय मगज़न,U,en,AL MKSN,A452
PONTAM00205,AKHILA INDIA IDHAZH,,70839.0,70839/ 99,SRI AUROBINDO SOCIETY,PON,PUDUCHERRY,OP,akhila idhazh,,U,en,AKHL ITHSH,A243
PONENG00063,INDIAN JOURNAL OF PHARMACALOGY,इंडियन जर्नल ऑफ़ फर्माकोलोजी,32196.0,32196/ 78,"INDIAN PHARMACOLOGY SOCIETY, PONDICHERRY",PON,PUDUCHERRY,Q,indian journal of pharmacalogy,इडयन जरनल ऑफ़ फरमकलज,U,en,INTN JRNL OF FRMKLJ,I535
PONENG00064,INDIAN JOURNAL OF UROLOGY,इंडियन जर्नल ऑफ़ यूरोलॉजी,36811.0,36811/ 85,THE UROLOGICAL SOCIETY OF INDIA,PON,PUDUCHERRY,Q,indian journal of urology,इडयन जरनल ऑफ़ यरलज,U,en,INTN JRNL OF URLJ,I535
PUNENG01165,BULLETIN OF THE INDIAN MEDICAL ASSOCIATION PUNJAB STATE BRANCH,,42285.0,42285/ 83,"INDIAN MEDICAL ASSOCIATION, AMRITSAR",PUN,AMIRTSAR,BM,bulletin of indian medical association punjab state branch,,U,en,BLTN OF INTN MTKL ASXXN PNJB STT BRNX,B435
PUNENG00234,INDIA THROUGH ART,,7418.0,7418/ 63,INDIAN ACADEMY OF FINE ARTS,PUN,AMRITSAR,Q,through art,,U,en,0R ART,T626
PUNMUL00720,INDIAN DOCTOR,,10203.0,10203/ 65,DR. MAN SINGH,PUN,BARNALA,M,indian doctor,,U,en,INTN TKTR,I535
PUNENG00315,THE JOURNAL OF CURRENT INDIAN BIOGRAPHY,,34150.0,34150/ 79,HARJIT PAL,PUN,CHANDIGARH,Q,journal of current indian biography,,U,en,JRNL OF KRNT INTN BKRF,J654
PUNENG00888,INDIAN CHEMIST,,7290.0,7290/ 63,DHARAM BIR KAPUR,PUN,HOSHIARPUR,M,indian chemist,,U,en,INTN XMST,I535
PUNENG01336,THE INDIAN ENQUIRER,दि इंडियन इन्क्वायरर,107027.0,PUNENG/2010/34470,PUNJAB KESARI PUBLISHING HOUSE PVT. LTD.,PUN,JALANDHAR,D,indian enquirer,द इडयन इनकवयरर,U,en,INTN ENKRR,I535
PUNHIN01113,THE INDIAN ABIDING,,51522.0,51522/ 93,MANOJ KUMAR NAYYAR,PUN,JALANDHAR,F,indian abiding,,U,en,INTN ABTNK,I535
PUNBIL01290,NORTHERN INDIA NEWS,,,,NITISH BHANOT,PUN,JALANDHAR,M,northern,,U,en,NR0RN,N636
PUNENG01256,INDIAN'S VOICE,,85014.0,PUNENG/2004/12457,RAVINDERJIT KAUR,PUN,JALANDHAR,M,indians voice,,U,en,INTNS FS,I535
PUNENG00891,INDIAN LANCET,,10015.0,10015/ 64,NAWAL KISHORE,PUN,JALANDHAR,M,indian lancet,,U,en,INTN LNST,I535
PUNBIL01057,BODY BUILDING INDIA,बॉडी बिल्डिंग इण्डिया,100876.0,PUNBIL/2009/28319,BALVIR HASTIR,PUN,JALANDHAR,M,body building,बड बलडग इणडय,U,en,BT BLTNK,B314
PUNENG00069,BUYER'S GUIDE FOR INDIAN PRODUUCTS,,30774.0,30774/ 78,MOHINDER KUMAR JAIN,PUN,JALANDHAR,M,buyers guide for indian produucts,,U,en,BYRS KT FR INTN PRTKTS,B622
PUNPUN04089,INDIA JAGRITI,इण्डिया जागृति,146558.0,PUNPUN/2016/74003,SUKHCHAIN SINGH,PUN,JALANDHAR,W,jagriti,इणडय जगत,U,en,JKRT,J263
PUNHIN01837,JAI HIND INDIA,जय हिंद इंडिया,147894.0,PUNHIN/2015/75339,RAJESH KAPIL,PUN,JALANDHAR,W,jai hind,जय हद इडय,U,en,J HNT,J530
PUNENG00890,THE INDIAN JOURNAL OF MEDICINE & SURGERY,दि इंडियन जर्नल ऑफ़ मेडिसिन एंड सर्जरी,5.0,5/ 57,DR KISHAN CHAND KAPOOR,PUN,JULLUNDUR,M,indian journal of medicine surgery,द इडयन जरनल ऑफ़ मडसन एड सरजर,U,en,INTN JRNL OF MTSN SRJR,I535
PUNENG00905,THE INDIAN LIBRARIAN,दि इंडियन लाइब्रेरियन,146.0,146/ 57,SANT RAM BHATIA,PUN,JULLUNDUR,Q,indian librarian,द इडयन लइबररयन,U,en,INTN LBRRN,I535
PUNENG00850,THE INDIAN MIRROR,दि इंडियन मिरर,173.0,173/ 57,PRAKASH CHAND KOCHAR,PUN,KAPURTHALA,F,indian mirror,द इडयन मरर,U,en,INTN MRR,I535
PUNENG01166,MACHINE TOOLS INDIA,,23129.0,23129/ 72,SHRI PRITAM SINGH,PUN,LUCHIANA,M,machine tools,,U,en,MXN TLS,M253
PUNENG00909,INDIAN GERIATRICS JOURNAL,,10208.0,10208/ 64,DR. NARINDER SINGH SATIJA,PUN,LUDHIANA,BM,indian geriatrics journal,,U,en,INTN JRTRKS JRNL,I535
PUNHIN01685,ADARSH INDIA,आदर्श इंडिया,134925.0,PUNHIN/2012/62370,AZAD SINGH,PUN,LUDHIANA,F,adarsh,आदरश इडय,U,en,ATRX,A362
PUNENG00262,INDIAN JOUURNAL OF ECOLOGY,,30588.0,30588/ 74,PUNJAB AGRICULTURAL UNIVERSITY,PUN,LUDHIANA,HY,indian jouurnal of ecology,,U,en,INTN JRNL OF EKLJ,I535
PUNPUN00619,INDIAN POULTRY REVIEW,,33977.0,33977/ 80,GAUTAM NARAYAN GHOSE,PUN,LUDHIANA,M,indian poultry review,,U,en,INTN PLTR RF,I535
PUNPUN03981,INDIA NEWS 24,इंडिया न्यूज़ 24,134432.0,PUNPUN/2015/61877,GAURAV KUMAR,PUN,LUDHIANA,M,24,इडय नयज़ 24,U,unknown,,2000
PUNMUL01006,INDIA`S JUSTICE,,70930.0,70930/ 98,TEJINDER SINGH,PUN,LUDHIANA,M,indias justice,,U,en,INTS JSTS,I532
PUNBIL00914,INDIAN BICYCLE CHANNELS,,70417.0,70417/ 84,M/S BICYCLE PUBLICATION OF INDIA,PUN,LUDHIANA,M,indian bicycle channels,,U,en,INTN BSKL XNLS,I535
PUNENG01395,INDIAN BICYCLE BUSINESS GUIDE,इंडियन बाइसिकल बिज़नेस गाइड,129744.0,PUNENG/2014/57189,HARISH KUMAR,PUN,LUDHIANA,M,indian bicycle business guide,इडयन बइसकल बज़नस गइड,U,en,INTN BSKL BSNS KT,I535
PUNENG00254,INDIAN NEWS INDEX,,10147.0,10147/ 65,PUNJAB UNIVERSITY,PUN,LUDHIANA,Q,indian index,,U,en,INTN INTKS,I535
PUNPUN03304,GREAT INDIA,,78249.0,PUNPUN/2001/05692,JASWINDER SINGH SACHDEVA,PUN,LUDHIANA,Q,great,,U,en,KRT,G630
PUNHIN01863,OPTICIAN INDIA,ऑप्टिशियन इंडिया,138020.0,PUNHIN/2015/65465,DEEPIKA BANSAL,PUN,LUDHIANA,Q,optician,ऑपटशयन इडय,U,en,OPTXN,O132
PUNHIN01786,RATAN OF INDIA,रत्न ऑफ़ इंडिया,130526.0,PUNHIN/2014/57971,PUNJAB SINGH BHARAT,PUN,LUDHIANA,W,ratan of,रतन ऑफ़ इडय,U,en,RTN OF,R351
PUNMUL01423,LEHAR INDIA,लहर इंडिया,153789.0,PUNMUL/2021/81234,JASBIR SINGH,PUN,LUDHIANA,W,lehar,लहर इडय,U,en,LHR,L600
PUNPUN04201,GOOD INDIA,,,UR,SUBHASH KAMRA,PUN,MANSA,F,good,,U,en,KT,G300
PUNENG01185,TIMBER GAZETTE OF INDIA,टिम्बर गजट ऑफ़ इंडिया,7226.0,7226/ 60,RAJAN SARHADDI,PUN,PATHANKOT,M,timber gazette of,टमबर गजट ऑफ़ इडय,U,en,TMBR KST OF,T516
PUNENG00226,INDIAN FERN JOURNAL,,42404.0,42404/ 85,S.S. BIR,PUN,PATIALA,A,indian fern journal,,U,en,INTN FRN JRNL,I535
PUNMUL01279,CRIME REPORT OF NORTH INDIA,क्राइम रिपोर्ट ऑफ़ नार्थ इंडिया,134232.0,PUNMUL/2015/61677,RAMESH BANSAL,PUN,PATIALA,M,crime report of north,करइम रपरट ऑफ़ नरथ इडय,U,en,KRM RPRT OF NR0,C656
PUNPUN04319,STAR NEWS INDIA,,160702.0,PUNPUN/2024/88147,KOMAL SINGLA,PUN,PATIALA,M,star,,U,en,STR,S360
PUNENG00904,INDIAN JOURNAL OF MEDICAL PHOTOGRAPHY,,10209.0,10209/ 65,INDIAN CHAPTER BIOLOGICAL PHOTOGRAPHIC ASSOCIATION- INC,PUN,PATIALA,Q,indian journal of medical photography,,U,en,INTN JRNL OF MTKL FTKRF,I535
PUNENG01391,PEEP INDIA,पीप इंडिया,130002.0,PUNENG/2014/57447,HARKANWAR SINGH,PUN,S. A. S. NAGAR,W,peep,पप इडय,U,en,PP,P100
PUNENG01353,INFO INDIA FOR AGRICULTURE,,118177.0,PUNENG/2012/45620,ARVIND KUMAR,PUN,SANGRUR,A,info for agriculture,,U,en,INF FR AKRKLTR,I511
RAJHIN16276,DAVO INDIA,दावो इंडिया,125473.0,RAJHIN/2013/52918,SIKANADAR MOHAMMED,RAJ,AJMER,F,davo,दव इडय,U,en,TF,D100
RAJHIN28018,INDIA HYPE,,,,KAMLESH KUMAR PAREEK,RAJ,AJMER,M,hype,,U,en,HP,H100
RAJMUL00038,THE HOLY SAINT OF INDIA,द होली सेंट ऑफ़ पुरा,28350.0,28350/ 74,SAHIBZADA S.KHALILUR REHMAN,RAJ,AJMER,M,holy saint of,द हल सट ऑफ़ पर,U,en,HL SNT OF,H425
RAJHIN11213,LALKAR INDIA,ललकार इंडिया,73662.0,RAJHIN/2000/01105,HITESH MENDIRATTA,RAJ,ALWAR,W,lalkar,ललकर इडय,U,en,LLKR,L426
RAJHIN17513,SAMADHAN INDIA,समाधान इंडिया,139394.0,RAJHIN/2015/66839,ANIL SHARMA,RAJ,BANSWARA,Q,samadhan,समधन इडय,U,en,SMTHN,S535
RAJHIN12787,SHINING INDIA,शाइनिंग इंडिया,88074.0,RAJHIN/2004/15517,BHUPENDRA JOSHI,RAJ,BANSWARA,W,shining,शइनग इडय,U,en,XNNK,S552
RAJHIN26870,RED INDIA,,16192.0,16192/ 68,SOHAN LAL SHARMA,RAJ,BHARATPUR,W,red,,U,en,RT,R300
RAJHIN11612,DIAMOND INDIA,,76584.0,RAJHIN/2001/04027,DIAMOND NEWS PAPER PVT. LTD.,RAJ,BHEELWARA,M,diamond,,U,en,TMNT,D553
RAJHIN12972,VIJAY INDIA,,87084.0,RAJHIN/2005/14527,PRASHANT MEWARA,RAJ,BHILWARA,F,vijay,,U,en,FJ,V200
RAJHIN16050,THE MOVEMENT OF INDIA,,121431.0,RAJHIN/2012/48876,DAYARAM DIVY,RAJ,BHILWARA,F,movement of,,U,en,MFMNT OF,M155
RAJHIN11357,KING OF INDIA,,73708.0,RAJHIN/2000/01151,NAND KISHORE UPADHYAY,RAJ,BIKANER,F,king of,,U,en,KNK OF,K521
RAJHIN09418,THAR INDIA,,62331.0,62331/ 95,MOHINI GOD,RAJ,BIKANER,F,thar,,U,en,0R,T600
RAJHIN08045,EVERGREEN INDIA,,63269.0,63269/ 92,CHATURBHUJ UPADHYAY,RAJ,BIKANER,F,evergreen,,U,en,EFRKRN,E162
RAJENG01026,INDIAN SOCIO LEGAL JOURNAL,,31210.0,31210/ 75,INDIAN INSTITUTE OF COMPARATIVE LAW,RAJ,BIKANER,HY,indian socio legal journal,,U,en,INTN SS LKL JRNL,I535
RAJENG01078,ISAH INDIAN JOURNAL OF ARID HORTICULTURE,,152104.0,RAJENG/2020/79549,INDIAN SOCIETY FOR ARID HORTICULTURE,RAJ,BIKANER,HY,isah indian journal of arid horticulture,,U,en,IS INTN JRNL OF ART HRTKLTR,I253
RAJHIN16160,ABHAY INDIA,,117696.0,RAJHIN/2012/45139,DEEPIKA BORA,RAJ,BIKANER,W,abhay,,U,en,ABH,A100
RAJHIN10739,GREATEST INDIA,,26049.0,26049/ 73,GOPAL VYAS,RAJ,BIKANER,W,greatest,,U,en,KRTST,G632
RAJBIL01477,LAW CASES INDIA,,111446.0,RAJBIL/2010/38889,PRAVEEN KUMAR KANOJIA,RAJ,CHITTAURGARH,M,law cases,,U,en,L KSS,L222
RAJENG00989,UNIVERSAL HEALTH OF INDIA TRANSFORMING HEALTH CARE,,148160.0,UR,PRASHANT PRAJAPAT,RAJ,CHURU,M,universal health of transforming health care,,U,en,UNFRSL HL0 OF TRNSFRMNK HL0 KR,U516
RAJHIN26984,SPECIAL INDIA,स्पेशल इंडिया,137940.0,RAJHIN/2015/65385,SHELESH KHANDELWAL,RAJ,DAUSA,D,special,सपशल इडय,U,en,SPXL,S124
RAJBIL01474,MEDICO INDIA,मेडिको इण्डिया,102395.0,RAJBIL/2009/29838,ANIL KUMAR SHARMA,RAJ,DAUSA,M,medico,मडक इणडय,U,en,MTK,M320
RAJHIN11181,ASHOK INDIAN,,73200.0,RAJHIN/2000/00643,ASHOK KUMAR SHARMA,RAJ,DAUSA,W,ashok indian,,U,en,AXK INTN,A225
RAJHIN12291,NET INDIA,नेट इण्डिया,83584.0,RAJHIN/2003/11027,HANSRAJ GURIYA,RAJ,HANUMANGARH,F,net,नट इणडय,U,en,NT,N300
RAJHIN14039,PERFECT INDIA,परफेक्ट इंडिया,95693.0,RAJHIN/2007/23136,LAXMANRAM VERMA,RAJ,HANUMANGARH,F,perfect,परफकट इडय,U,en,PRFKT,P612
RAJHIN17273,INDIAN DHARA,इंडियन धारा,135157.0,RAJHIN/2015/62602,M/S. INDIAN DHARA MEDIA PUBLICATIONS,RAJ,HANUMANGARH,F,indian dhara,इडयन धर,U,en,INTN THR,I535
RAJHIN27673,INDIA ANCHOR,इण्डिया एंकर,152585.0,RAJHIN/2020/80030,RAMESH KUMAR JHORAR,RAJ,HANUMANGARH,M,anchor,इणडय एकर,U,en,ANXR,A526
RAJENG00706,HANDBOOK OF INDIAN DIAMOND TRADE,,80652.0,RAJENG/2002/08095,BHANUPRAKASH CHETWANI,RAJ,JAIPUR,A,handbook of indian diamond trade,,U,en,HNTBK OF INTN TMNT TRT,H531
RAJHIN27709,INDIA HEALTH,इंडिया हेल्थ,153257.0,RAJHIN/2021/80702,ALOK SHARMA,RAJ,JAIPUR,BM,health,इडय हलथ,U,en,HL0,H430
RAJENG00900,INDIAN JEWELLER,,122734.0,RAJENG/2010/50179,ALOK KALA,RAJ,JAIPUR,BM,indian jeweller,,U,en,INTN JWLR,I535
RAJBIL01183,STUDENT INDIA,,82001.0,RAJBIL/2003/09444,CHARAN SINGH KHANGARAO,RAJ,JAIPUR,BM,student,,U,en,STTNT,S335
RAJHIN17256,INDIA PRIME,इंडिया प्राइम,130470.0,RAJHIN/2014/57915,ANITA CHOUHAN,RAJ,JAIPUR,D,prime,इडय परइम,U,en,PRM,P650
RAJHIN27294,THOUGHTS OF INDIA,थॉट्स ऑफ़ इण्डिया,141952.0,RAJHIN/2016/69397,RENU SHARMA,RAJ,JAIPUR,D,thoughts of,थटस ऑफ़ इणडय,U,en,0TS OF,T232
RAJHIN14695,RAJ INDIA,,57830.0,57830/ 93,RAJKUMAR JAIN,RAJ,JAIPUR,D,raj,,U,en,RJ,R200
RAJENG00378,SHALIMAR INDIA,,38215.0,38215/ 82,ASHOK JOSHI,RAJ,JAIPUR,D,shalimar,,U,en,XLMR,S456
RAJHIN28102,EXCELLENT INDIA,,,,RAKESH SHARMA,RAJ,JAIPUR,D,excellent,,U,en,EKSSLNT,E245
RAJHIN08256,SUGAM INDIA,,57761.0,57761/ 93,BALDEV MALIK,RAJ,JAIPUR,D,sugam,,U,en,SKM,S250
RAJENG01008,THE INDIAN EXPRESS,द इंडियन एक्सप्रेस,137302.0,RAJENG/2015/64747,THE INDIAN EXPRESS PVT. LIMITED,RAJ,JAIPUR,D,indian express,द इडयन एकसपरस,U,en,INTN EKSPRS,I535
RAJHIN16382,WAQT INDIA,,119467.0,RAJHIN/2012/46910,DINESH SHARMA,RAJ,JAIPUR,D,waqt,,U,en,WKT,W230
RAJHIN17469,UJJWAL INDIA,उज्जवल इण्डिया,133625.0,RAJHIN/2014/61070,NEHAL SHARMA,RAJ,JAIPUR,D,ujjwal,उजजवल इणडय,U,en,UJWL,U240
RAJHIN08425,PANCHAL INDIA,,56346.0,56346/ 93,ARUNA BHADA PANCHAL,RAJ,JAIPUR,F,panchal,,U,en,PNXL,P524
RAJHIN08301,NEW AMAR INDIA,,56352.0,56352/ 93,DINESH KUMAR AMAR,RAJ,JAIPUR,F,new amar,,U,en,N AMR,N560
RAJHIN09902,KIRANA INDIA,,64784.0,64784/ 96,PAWAN KUMAR SHARMA,RAJ,JAIPUR,F,kirana,,U,en,KRN,K650
RAJHIN14453,GURJAR INDIA,गुर्जर इण्डिया,101322.0,RAJHIN/2008/28765,D.R. KASANA,RAJ,JAIPUR,F,gurjar,गरजर इणडय,U,en,KRJR,G626
RAJENG00442,INDIAN AND RAJ STATUTES,,10296.0,10296/ 65,SHRI JOSHI TRILOKI NATH,RAJ,JAIPUR,F,indian and raj statutes,,U,en,INTN ANT RJ STTTS,I535
RAJHIN16260,AWARE INDIA,,118993.0,RAJHIN/2012/46436,MOHD . IQBAL,RAJ,JAIPUR,F,aware,,U,en,AWR,A600
RAJHIN08230,VARUN INDIA,,57805.0,57805/ 93,SMT. SWARN LATA,RAJ,JAIPUR,F,varun,,U,en,FRN,V650
RAJHIN13053,INDIAN FRAME,,87254.0,RAJHIN/2005/14697,SUBHASH CHAUDHARI,RAJ,JAIPUR,F,indian frame,,U,en,INTN FRM,I535
